Contract ID,Reference IDV,Modification Number,Transaction Number,Award/IDV Type,Action Obligation ($),Date Signed,Solicitation Date,Contracting Agency ID,Contracting Agency,Contracting Office Name,PSC Type,PSC,PSC Description,NAICS,NAICS Description,Entity City,Entity State,Entity ZIP Code,Additional Reporting Code,Additional Reporting Description,Unique Entity ID,Ultimate Parent Unique Entity ID,Ultimate Parent Legal Business Name,Legal Business Name,CAGE Code
70FA3019F00000611,HSHQDC12D00014,0,0,DO Delivery Order,"$120,020.34 ",18-Aug-19,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY COMMODITIES AND TELECOMMUNICATIONS,P,7050,INFORMATION TECHNOLOGY COMPONENTS,541519,OTHER COMPUTER RELATED SERVICES,OXNARD,CA,930362213,NONE,NONE OF THE ABOVE,CYX7XBK19BU4,CYX7XBK19BU4,ANACAPA MICRO PRODUCTS INC.,"ANACAPA MICRO PRODUCTS, INC.",0TXG2
HSFE3016J0401,HSHQDC12D00012,0,0,DO Delivery Order,"$10,985.17 ",25-May-16,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY COMMODITIES AND TELECOMMUNICATIONS,P,7050,INFORMATION TECHNOLOGY COMPONENTS,541519,OTHER COMPUTER RELATED SERVICES,SAN DIEGO,CA,921102930,,,MDC5LDZKQAM4,MDC5LDZKQAM4,BLUE TECH INC.,BLUE TECH INC.,
70FBR819F00000039,GS35F025DA,0,0,DO Delivery Order,"$6,078.68 ",30-Aug-19,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,REGION 8 : EMERGENCY PREPAREDNESS A,S,D320,IT AND TELECOM- ANNUAL HARDWARE MAINTENANCE SERVICE PLANS,811212,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,RESTON,VA,20190,NONE,NONE OF THE ABOVE,EFAJMASTF3J7,FYLAKMN93AK5,HEWLETT PACKARD ENTERPRISE COMPANY,HEWLETT PACKARD ENTERPRISE COMPANY,7ES51
70FBR923F00000042,HSHQDC12D00011,0,0,DO Delivery Order,"$11,746.00 ",19-Jul-23,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,REGION 9: EMERGENCY PREPAREDNESS AN,P,7B22,IT AND TELECOM - COMPUTE: SERVERS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),541519,OTHER COMPUTER RELATED SERVICES,HOLLYWOOD,FL,330201018,NONE,NONE OF THE ABOVE,EKKWWBTNLLL5,EKKWWBTNLLL5,C & C INTERNATIONAL COMPUTERS & CONSULTANTS  INC.,"C & C INTERNATIONAL COMPUTERS & CONSULTANTS, INC.",3EHX3
70FA3018F00000064,HSHQDC13D00023,0,0,DO Delivery Order,"$17,690.42 ",27-Oct-17,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY COMMODITIES AND TELECOMMUNICATIONS,P,7050,INFORMATION TECHNOLOGY COMPONENTS,541519,OTHER COMPUTER RELATED SERVICES,CINCINNATI,OH,452021400,NONE,NONE OF THE ABOVE,R98MW4ZKUUK3,R98MW4ZKUUK3,GOVERNMENT ACQUISITIONS  INC.,GOVERNMENT ACQUISITIONS INC,0J658
HSFE3017J0504,HSHQDC13D00012,0,0,DO Delivery Order,"$11,616.63 ",21-Sep-17,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,FEMA,P,7050,INFORMATION TECHNOLOGY COMPONENTS,541519,OTHER COMPUTER RELATED SERVICES,LURAY,VA,228355233,,,DPQEDJ6CXZM5,DPQEDJ6CXZM5,PANAMERICA COMPUTERS  INC.,"PANAMERICA COMPUTERS, INC.",301Q5
HSFE0917P0008,,0,0,PO Purchase Order,"$4,625.80 ",10-Feb-17,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,REGION 9: EMERGENCY PREPAREDNESS AN,S,D319,IT AND TELECOM- ANNUAL SOFTWARE MAINTENANCE SERVICE PLANS,541512,COMPUTER SYSTEMS DESIGN SERVICES,ILKLEY,WEST YORKSHIRE,LS29 8PB,,,CV6EXLX5ANM4,V37NNVHJTCY8,SUPPORT WAREHOUSE LTD,SUPPORT WAREHOUSE LIMITED,U0U34
70FBR121F00000032,HSHQDC13D00019,0,0,DO Delivery Order,"$33,500.00 ",30-Jul-21,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,REGION 1: EMERGENCY PREPAREDNESS AN,P,7E21,IT AND TELECOM - MOBILE DEVICE PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),541519,OTHER COMPUTER RELATED SERVICES,SAN DIEGO,CA,921102930,NONE,NONE OF THE ABOVE,MDC5LDZKQAM4,MDC5LDZKQAM4,BLUE TECH INC.,BLUE TECH INC.,0CL10
70FBR524F00000038,HSHQDC12D00010,P00001,0,DO Delivery Order,$0.00 ,11-Jul-24,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,REGION 5 : EMERGENCY PREPAREDNESS A,P,7B22,IT AND TELECOM - COMPUTE: SERVERS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),541519,OTHER COMPUTER RELATED SERVICES,SANTA FE,NM,875054040,NONE,NONE OF THE ABOVE,TK17ZGD5YNA9,TK17ZGD5YNA9,WILDFLOWER INTERNATIONAL  LTD.,"WILDFLOWER INTERNATIONAL, LTD.",079R2
70FBR918F00000086,HSHQDC12D00015,0,0,DO Delivery Order,"$15,629.65 ",6-Jul-18,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,REGION 9: EMERGENCY PREPAREDNESS AN,P,7050,INFORMATION TECHNOLOGY COMPONENTS,541519,OTHER COMPUTER RELATED SERVICES,WASHINGTON,DC,200024288,NONE,NONE OF THE ABOVE,E7RRWZMHYG13,E7RRWZMHYG13,AKIRA TECHNOLOGIES  INC,"AKIRA TECHNOLOGIES, INC",4HSQ0
70FA3018F00000349,HSFE3017A0002,0,0,BPA Call Blanket Purchase Agreement,"$45,835.20 ",11-Apr-18,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY COMMODITIES AND TELECOMMUNICATIONS,S,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171834,NONE,NONE OF THE ABOVE,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,3BXY7
70FBR122F00000026,GS35F025DA,0,0,DO Delivery Order,"$11,674.85 ",20-Jul-22,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,REGION 1: EMERGENCY PREPAREDNESS AN,P,7K20,IT AND TELECOM - STORAGE PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),811212,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,RESTON,VA,201905856,NONE,NONE OF THE ABOVE,EFAJMASTF3J7,FYLAKMN93AK5,HEWLETT PACKARD ENTERPRISE COMPANY,HEWLETT PACKARD ENTERPRISE COMPANY,7ES51
70FBR521F00000039,HSHQDC13D00022,0,0,DO Delivery Order,"$5,398.96 ",1-Jun-21,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,REGION 5 : EMERGENCY PREPAREDNESS A,P,7C21,IT AND TELECOM - OTHER DATA CENTER FACILITIES PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),541519,OTHER COMPUTER RELATED SERVICES,RESTON,VA,201905373,NONE,NONE OF THE ABOVE,JMVMGGNJGA29,JMVMGGNJGA29,GOVPLACE,GOVPLACE,1G9R3
HSFE0917P0008,,P00001,0,PO Purchase Order,$0.00 ,23-May-17,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,REGION 9: EMERGENCY PREPAREDNESS AN,S,D319,IT AND TELECOM- ANNUAL SOFTWARE MAINTENANCE SERVICE PLANS,541512,COMPUTER SYSTEMS DESIGN SERVICES,ILKLEY,WEST YORKSHIRE,LS29 8PB,,,CV6EXLX5ANM4,V37NNVHJTCY8,SUPPORT WAREHOUSE LTD,SUPPORT WAREHOUSE LIMITED,U0U34
70FBR119F00000023,HSHQDC13D00022,0,0,DO Delivery Order,"$22,878.94 ",9-Sep-19,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,REGION 1: EMERGENCY PREPAREDNESS AN,P,7050,INFORMATION TECHNOLOGY COMPONENTS,541519,OTHER COMPUTER RELATED SERVICES,RESTON,VA,201905373,NONE,NONE OF THE ABOVE,JMVMGGNJGA29,JMVMGGNJGA29,GOVPLACE,GOVPLACE,1G9R3
70FBR519F00000039,HSHQDC13D00022,0,0,DO Delivery Order,"$2,736.49 ",20-Jun-19,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,REGION 5 : EMERGENCY PREPAREDNESS A,P,7050,INFORMATION TECHNOLOGY COMPONENTS,541519,OTHER COMPUTER RELATED SERVICES,RESTON,VA,201905284,NONE,NONE OF THE ABOVE,JMVMGGNJGA29,JMVMGGNJGA29,GOVPLACE,GOVPLACE,1G9R3
70FBR120F00000024,GS35F025DA,0,0,DO Delivery Order,"$10,170.48 ",28-Jul-20,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,REGION 1: EMERGENCY PREPAREDNESS AN,P,7025,INFORMATION TECHNOLOGY INPUT/OUTPUT AND STORAGE DEVICES,811212,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,RESTON,VA,20190,NONE,NONE OF THE ABOVE,EFAJMASTF3J7,FYLAKMN93AK5,HEWLETT PACKARD ENTERPRISE COMPANY,HEWLETT PACKARD ENTERPRISE COMPANY,7ES51
HSFE8017J0346,HSHQDC13D00019,0,0,DO Delivery Order,"$384,187.00 ",25-Sep-17,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,COMMUNITY SURVIVOR  ASSISTANCE SEC,P,7050,INFORMATION TECHNOLOGY COMPONENTS,541519,OTHER COMPUTER RELATED SERVICES,SAN DIEGO,CA,921102930,,,MDC5LDZKQAM4,MDC5LDZKQAM4,BLUE TECH INC.,BLUE TECH INC.,0CL10
HSFE0117F0011,GS35F025DA,P00001,0,DO Delivery Order,$0.00 ,27-Aug-18,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,REGION 1: EMERGENCY PREPAREDNESS AN,P,7025,INFORMATION TECHNOLOGY INPUT/OUTPUT AND STORAGE DEVICES,811212,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,RESTON,VA,20190,,,EFAJMASTF3J7,FYLAKMN93AK5,HEWLETT PACKARD ENTERPRISE COMPANY,HEWLETT PACKARD ENTERPRISE COMPANY,7ES51
70FBR423F00000323,HSHQDC13D00022,0,0,DO Delivery Order,"$16,265.87 ",15-Jun-23,12-Jun-23,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,REGION 4: EMERGENCY PREPAREDNESS AN,P,5340,"HARDWARE, COMMERCIAL",541519,OTHER COMPUTER RELATED SERVICES,BETHESDA,MD,208143202,NONE,NONE OF THE ABOVE,JMVMGGNJGA29,JMVMGGNJGA29,GOVPLACE,GOVPLACE,1G9R3
HSFE0117F0011,GS35F025DA,0,0,DO Delivery Order,"$6,419.53 ",29-Sep-17,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,REGION 1: EMERGENCY PREPAREDNESS AN,P,7025,INFORMATION TECHNOLOGY INPUT/OUTPUT AND STORAGE DEVICES,811212,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,HERNDON,VA,201713299,,,EFAJMASTF3J7,FYLAKMN93AK5,HEWLETT PACKARD ENTERPRISE COMPANY,HEWLETT PACKARD ENTERPRISE COMPANY,7ES51
70FBR422F00000075,HSHQDC13D00022,0,0,DO Delivery Order,"$16,992.63 ",20-May-22,18-May-22,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,REGION 4: EMERGENCY PREPAREDNESS AN,P,5340,"HARDWARE, COMMERCIAL",541519,OTHER COMPUTER RELATED SERVICES,RESTON,VA,201905373,NONE,NONE OF THE ABOVE,JMVMGGNJGA29,JMVMGGNJGA29,GOVPLACE,GOVPLACE,1G9R3
70FBR822F00000009,GS35F025DA,0,0,DO Delivery Order,"$6,764.64 ",28-Feb-22,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,REGION 8 : EMERGENCY PREPAREDNESS A,P,7B22,IT AND TELECOM - COMPUTE: SERVERS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),811212,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,RESTON,VA,201905856,NONE,NONE OF THE ABOVE,EFAJMASTF3J7,FYLAKMN93AK5,HEWLETT PACKARD ENTERPRISE COMPANY,HEWLETT PACKARD ENTERPRISE COMPANY,7ES51
70FBR121F00000023,GS35F025DA,0,0,DO Delivery Order,"$8,857.84 ",28-May-21,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,REGION 1: EMERGENCY PREPAREDNESS AN,P,7K20,IT AND TELECOM - STORAGE PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),811212,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,RESTON,VA,20190,NONE,NONE OF THE ABOVE,EFAJMASTF3J7,FYLAKMN93AK5,HEWLETT PACKARD ENTERPRISE COMPANY,HEWLETT PACKARD ENTERPRISE COMPANY,7ES51
70FA4022F00000331,GS35F025DA,0,0,DO Delivery Order,"$236,684.73 ",30-Aug-22,16-Aug-22,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,SUPPORT SERVICES SECTION(SS40),S,DB10,IT AND TELECOM - COMPUTE AS A SERVICE: MAINFRAME/SERVERS,811212,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,RESTON,VA,201905856,NONE,NONE OF THE ABOVE,EFAJMASTF3J7,FYLAKMN93AK5,HEWLETT PACKARD ENTERPRISE COMPANY,HEWLETT PACKARD ENTERPRISE COMPANY,7ES51
70FBR421F00000094,HSHQDC13D00022,P00001,0,DO Delivery Order,"$2,421.23 ",29-Jul-21,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,REGION 4: EMERGENCY PREPAREDNESS AN,S,J053,MAINT/REPAIR/REBUILD OF EQUIPMENT- HARDWARE AND ABRASIVES,541519,OTHER COMPUTER RELATED SERVICES,RESTON,VA,201905373,NONE,NONE OF THE ABOVE,JMVMGGNJGA29,JMVMGGNJGA29,GOVPLACE,GOVPLACE,1G9R3
70FBR223P00000011,,0,0,PO Purchase Order,"$121,723.19 ",23-Dec-22,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,REGION 2: EMERGENCY PREPAREDNESS AN,P,7B22,IT AND TELECOM - COMPUTE: SERVERS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),334112,COMPUTER STORAGE DEVICE MANUFACTURING,SAN JUAN,PR,00920,NONE,NONE OF THE ABOVE,KV8TJNM8D7J9,KV8TJNM8D7J9,KODE TECHNOLOGIES PUERTO RICO  INC.,"KODE TECHNOLOGIES PUERTO RICO, INC.",8WB83
70FA4022F00000332,GS35F025DA,0,0,DO Delivery Order,"$2,079.20 ",30-Aug-22,16-Aug-22,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,SUPPORT SERVICES SECTION(SS40),S,DB10,IT AND TELECOM - COMPUTE AS A SERVICE: MAINFRAME/SERVERS,811212,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,RESTON,VA,201905856,NONE,NONE OF THE ABOVE,EFAJMASTF3J7,FYLAKMN93AK5,HEWLETT PACKARD ENTERPRISE COMPANY,HEWLETT PACKARD ENTERPRISE COMPANY,7ES51
